@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute x numeric
@attribute y numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute avgSpeed numeric
@attribute avgAccel numeric
@attribute stdSpeed numeric
@attribute stdAccel numeric
@attribute timeBeforeDrawing numeric
@attribute timeDrawing numeric
@attribute timeBeforeEval numeric
@attribute selectedX numeric
@attribute selectedY numeric

@data
6619,'2019/05/07 18:02:14:765',22,338,264,9,7.027819,5.622255,0,22,5.090909,1.454545,4.230379,2.424621,1416,4446,3247,1,-0.856
6620,'2019/05/07 18:02:14:793',22,341,268,7,4.2,5.6,2,23,5.173913,1.478261,4.152241,2.371604,1435,4446,3247,1,-0.856
6621,'2019/05/07 18:02:14:816',22,343,272,6,2.683281,5.366563,0,24,5.208333,1.416667,4.064471,2.33902,1464,4446,3247,1,-0.856
6622,'2019/05/07 18:02:14:849',22,345,274,4,2.828427,2.828427,1,25,5.16,1.4,3.986226,2.291288,1485,4446,3247,1,-0.856
6623,'2019/05/07 18:02:14:876',22,350,277,8,6.859944,4.115966,4,26,5.269231,1.5,3.945202,2.302173,1519,4446,3247,1,-0.856
6624,'2019/05/07 18:02:14:898',22,351,277,1,1,0,0,27,5.111111,1.444444,3.954873,2.275849,1547,4446,3247,1,-0.856
6625,'2019/05/07 18:02:14:928',22,353,277,2,2,0,0,28,5,1.392857,3.925227,2.249926,1569,4446,3247,1,-0.856
6626,'2019/05/07 18:02:14:950',22,358,274,8,6.859944,-4.115966,6,29,5.103448,1.551724,3.894546,2.36924,1598,4446,3247,1,-0.856
6627,'2019/05/07 18:02:14:977',22,360,271,5,2.773501,-4.160252,3,30,5.1,1.6,3.826856,2.343001,1621,4446,3247,1,-0.856
6628,'2019/05/07 18:02:15:000',22,361,266,6,1.176697,-5.883484,1,31,5.129032,1.580645,3.766005,2.306139,1647,4446,3247,1,-0.856
6629,'2019/05/07 18:02:15:027',22,362,265,2,1.414214,-1.414214,2,32,5.03125,1.59375,3.745831,2.26985,1669,4446,3247,1,-0.856
6630,'2019/05/07 18:02:15:050',22,361,260,6,-1.176697,-5.883484,4,33,5.060606,1.666667,3.690693,2.27303,1697,4446,3247,1,-0.856
6631,'2019/05/07 18:02:15:086',22,361,258,2,0,-2,2,34,4.970588,1.676471,3.672051,2.239055,1719,4446,3247,1,-0.856
6632,'2019/05/07 18:02:15:104',22,360,256,3,-1.341641,-2.683281,0.111111,35,4.914286,1.631746,3.632949,2.221695,1748,4446,3247,1,-0.856
6633,'2019/05/07 18:02:15:132',22,359,255,2,-1.414214,-1.414214,1,36,4.833333,1.614197,3.613467,2.192256,1773,4446,3247,1,-0.856
6634,'2019/05/07 18:02:15:166',22,354,247,13,-6.889987,-11.023978,11,37,5.054054,1.867868,3.807492,2.655821,1802,4446,3247,1,-0.856
6635,'2019/05/07 18:02:15:195',22,353,245,3,-1.341641,-2.683281,5,38,5,1.950292,3.77044,2.668505,1835,4446,3247,1,-0.856
6636,'2019/05/07 18:02:15:213',22,349,238,11,-5.457528,-9.550674,8,39,5.153846,2.105413,3.842549,2.805701,1865,4446,3247,1,-0.856
6637,'2019/05/07 18:02:15:235',22,347,233,7,-2.599735,-6.499337,0,40,5.2,2.052778,3.804181,2.789433,1883,4446,3247,1,-0.856
6638,'2019/05/07 18:02:15:261',22,346,231,3,-1.341641,-2.683281,0,41,5.146341,2.00271,3.772008,2.772939,1905,4446,3247,1,-0.856
6639,'2019/05/07 18:02:15:281',22,343,223,11,-3.862358,-10.299622,8,42,5.285714,2.145503,3.833649,2.891023,1931,4446,3247,1,-0.856
6640,'2019/05/07 18:02:15:299',22,343,217,6,0,-6,2.5,43,5.302326,2.153747,3.789301,2.856911,1950,4446,3247,1,-0.856
6641,'2019/05/07 18:02:15:334',22,343,217,0,0,0,3,44,5.181818,2.17298,3.82934,2.826376,1968,4446,3247,1,-0.856
6642,'2019/05/07 18:02:15:361',22,343,212,5,0,-5,5,45,5.177778,2.235803,3.785672,2.825676,2003,4446,3247,1,-0.856
6643,'2019/05/07 18:02:15:381',22,345,207,7,2.599735,-6.499337,2,46,5.217391,2.230676,3.753002,2.79432,2031,4446,3247,1,-0.856
6644,'2019/05/07 18:02:15:398',22,347,206,3,2.683281,-1.341641,2,47,5.170213,2.225768,3.726049,2.763985,2050,4446,3247,1,-0.856
6645,'2019/05/07 18:02:15:416',22,352,203,8,6.859944,-4.115966,5,48,5.229167,2.283565,3.708757,2.763587,2067,4446,3247,1,-0.856
6646,'2019/05/07 18:02:15:444',22,353,202,2,1.414214,-1.414214,3,49,5.163265,2.298186,3.6988,2.736562,2085,4446,3247,1,-0.856
6647,'2019/05/07 18:02:15:467',22,357,200,6,5.366563,-2.683281,4,50,5.18,2.332222,3.662775,2.719166,2114,4446,3247,1,-0.856
6648,'2019/05/07 18:02:15:497',22,358,197,4,1.264911,-3.794733,1,51,5.156863,2.3061,3.629725,2.698293,2136,4446,3247,1,-0.856
6649,'2019/05/07 18:02:15:517',22,358,193,4,0,-4,0,52,5.134615,2.261752,3.597542,2.69078,2166,4446,3247,1,-0.856
6650,'2019/05/07 18:02:15:544',22,358,188,5,0,-5,1,53,5.132075,2.237946,3.56283,2.670412,2187,4446,3247,1,-0.856
6651,'2019/05/07 18:02:15:566',22,358,186,2,0,-2,3,54,5.074074,2.252058,3.554703,2.647131,2214,4446,3247,1,-0.856
6652,'2019/05/07 18:02:15:595',22,356,182,6,-2.683281,-5.366563,2,55,5.090909,2.247475,3.523848,2.622727,2235,4446,3247,1,-0.856
6653,'2019/05/07 18:02:15:614',22,347,171,20,-12.664756,-15.479146,14,56,5.357143,2.457341,4.02008,3.03646,2265,4446,3247,1,-0.856
6654,'2019/05/07 18:02:15:633',22,344,168,6,-4.242641,-4.242641,14,57,5.368421,2.659844,3.984933,3.375332,2284,4446,3247,1,-0.856
6655,'2019/05/07 18:02:15:663',22,340,165,7,-5.6,-4.2,0.5,58,5.396552,2.622605,3.955629,3.357591,2302,4446,3247,1,-0.856
6656,'2019/05/07 18:02:15:683',22,337,162,6,-4.242641,-4.242641,0.5,59,5.40678,2.586629,3.922168,3.339972,2332,4446,3247,1,-0.856
6657,'2019/05/07 18:02:15:711',22,337,161,1,0,-1,2.5,60,5.333333,2.585185,3.930182,3.311566,2352,4446,3247,1,-0.856
6658,'2019/05/07 18:02:15:732',22,333,156,9,-5.622255,-7.027819,8,61,5.393443,2.673953,3.925467,3.356241,2381,4446,3247,1,-0.856
6659,'2019/05/07 18:02:15:749',22,331,154,4,-2.828427,-2.828427,2.5,62,5.370968,2.671147,3.897178,3.32869,2401,4446,3247,1,-0.856
6660,'2019/05/07 18:02:15:779',22,329,152,4,-2.828427,-2.828427,0,63,5.349206,2.628748,3.869478,3.318843,2419,4446,3247,1,-0.856
6661,'2019/05/07 18:02:15:802',22,326,148,7,-4.2,-5.6,3,64,5.375,2.634549,3.844187,3.292725,2448,4446,3247,1,-0.856
6662,'2019/05/07 18:02:15:833',22,325,147,2,-1.414214,-1.414214,2.5,65,5.323077,2.632479,3.836941,3.266942,2471,4446,3247,1,-0.856
6663,'2019/05/07 18:02:15:861',22,324,147,1,-1,0,0.5,66,5.257576,2.600168,3.844319,3.252323,2501,4446,3247,1,-0.856
6664,'2019/05/07 18:02:15:884',22,322,147,2,-2,0,1,67,5.208955,2.576285,3.835785,3.233506,2531,4446,3247,1,-0.856
6665,'2019/05/07 18:02:15:910',22,317,152,10,-7.071068,7.071068,2.666667,68,5.279412,2.577615,3.851131,3.209303,2552,4446,3247,1,-0.856
6666,'2019/05/07 18:02:15:933',22,313,156,8,-5.656854,5.656854,2,69,5.318841,2.569243,3.836714,3.186377,2580,4446,3247,1,-0.856
6667,'2019/05/07 18:02:15:962',22,312,158,3,-1.341641,2.683281,2.5,70,5.285714,2.568254,3.818881,3.163213,2602,4446,3247,1,-0.856
6668,'2019/05/07 18:02:15:981',22,309,162,7,-4.2,5.6,2,71,5.309859,2.560251,3.796959,3.141262,2632,4446,3247,1,-0.856
6669,'2019/05/07 18:02:16:002',22,308,166,5,-1.212678,4.850713,2,72,5.305555,2.552469,3.770303,3.119761,2650,4446,3247,1,-0.856
6670,'2019/05/07 18:02:16:028',22,308,169,3,0,3,2,73,5.273973,2.544901,3.75374,3.098695,2672,4446,3247,1,-0.856
6671,'2019/05/07 18:02:16:049',22,308,170,1,0,1,2,74,5.216216,2.537538,3.760903,3.078049,2697,4446,3247,1,-0.856
6672,'2019/05/07 18:02:16:067',22,307,172,3,-1.341641,2.683281,1,75,5.186666,2.517037,3.744161,3.062332,2718,4446,3247,1,-0.856
6673,'2019/05/07 18:02:16:085',22,307,174,2,0,2,0.333333,76,5.144737,2.488304,3.737036,3.052144,2735,4446,3247,1,-0.856
6674,'2019/05/07 18:02:16:113',22,307,177,3,0,3,0.333333,77,5.116883,2.460317,3.720407,3.041927,2754,4446,3247,1,-0.856
6675,'2019/05/07 18:02:16:134',22,308,182,6,1.176697,5.883484,1.5,78,5.128205,2.448006,3.69752,3.024065,2782,4446,3247,1,-0.856
6676,'2019/05/07 18:02:16:165',22,308,182,0,0,0,3,79,5.063291,2.454993,3.718774,3.005259,2803,4446,3247,1,-0.856
6677,'2019/05/07 18:02:16:184',22,309,184,3,1.341641,2.683281,1.5,80,5.0375,2.443056,3.702355,2.988086,2834,4446,3247,1,-0.856
6678,'2019/05/07 18:02:16:211',22,309,185,1,0,1,0.666667,81,4.987654,2.421125,3.706393,2.975905,2852,4446,3247,1,-0.856
6679,'2019/05/07 18:02:16:234',22,313,188,7,5.6,4.2,3,82,5.012195,2.428184,3.69014,2.958169,2880,4446,3247,1,-0.856
6680,'2019/05/07 18:02:16:269',22,316,188,3,3,0,1.333333,83,4.987952,2.414993,3.674215,2.942531,2902,4446,3247,1,-0.856
6681,'2019/05/07 18:02:16:296',22,322,188,6,6,0,1,84,5,2.398148,3.653683,2.928823,2937,4446,3247,1,-0.856
6682,'2019/05/07 18:02:16:318',22,327,185,8,6.859944,-4.115966,1,85,5.035294,2.381699,3.646417,2.915284,2965,4446,3247,1,-0.856
6683,'2019/05/07 18:02:16:352',22,329,183,4,2.828427,-2.828427,2,86,5.023256,2.377261,3.626623,2.898377,2987,4446,3247,1,-0.856
6684,'2019/05/07 18:02:16:382',22,330,180,4,1.264911,-3.794733,0,87,5.011494,2.349936,3.607145,2.892726,3020,4446,3247,1,-0.856
6685,'2019/05/07 18:02:16:398',22,331,175,6,1.176697,-5.883484,0.666667,88,5.022727,2.330808,3.587902,2.881646,3049,4446,3247,1,-0.856
6686,'2019/05/07 18:02:16:419',22,332,171,5,1.212678,-4.850713,0.5,89,5.022472,2.310237,3.567459,2.871791,3067,4446,3247,1,-0.856
6687,'2019/05/07 18:02:16:445',22,332,168,3,0,-3,1,90,5,2.295679,3.553761,2.858949,3088,4446,3247,1,-0.856
6688,'2019/05/07 18:02:16:469',22,331,163,6,-1.176697,-5.883484,1.5,91,5.010989,2.286935,3.535517,2.844245,3114,4446,3247,1,-0.856
6689,'2019/05/07 18:02:16:496',22,331,161,2,0,-2,2,92,4.978261,2.283817,3.530023,2.828733,3138,4446,3247,1,-0.856
6690,'2019/05/07 18:02:16:517',22,328,157,7,-4.2,-5.6,2.5,93,5,2.286141,3.517039,2.813406,3165,4446,3247,1,-0.856
6691,'2019/05/07 18:02:16:545',22,327,156,2,-1.414214,-1.414214,5,94,4.968085,2.315012,3.511738,2.812205,3186,4446,3247,1,-0.856
6692,'2019/05/07 18:02:16:570',22,320,150,13,-9.870336,-8.460288,5.5,95,5.052631,2.348538,3.588897,2.816228,3214,4446,3247,1,-0.856
6693,'2019/05/07 18:02:16:600',22,315,148,7,-6.499337,-2.599735,1.2,96,5.072917,2.336574,3.575486,2.803818,3236,4446,3247,1,-0.856
6694,'2019/05/07 18:02:16:616',22,310,148,5,-5,0,0.666667,97,5.072165,2.319359,3.556822,2.794326,3268,4446,3247,1,-0.856
6695,'2019/05/07 18:02:16:637',22,310,148,0,0,0,1.666667,98,5.020408,2.312699,3.575344,2.780667,3284,4446,3247,1,-0.856
6696,'2019/05/07 18:02:16:663',22,310,148,0,0,0,0,99,4.969697,2.289338,3.592664,2.776191,3304,4446,3247,1,-0.856
6697,'2019/05/07 18:02:16:686',22,307,149,4,-3.794733,1.264911,2,100,4.96,2.286445,3.575788,2.762285,3332,4446,3247,1,-0.856
6698,'2019/05/07 18:02:16:711',22,303,154,9,-5.622255,7.027819,1.666667,101,5,2.280308,3.580503,2.74913,3354,4446,3247,1,-0.856
6699,'2019/05/07 18:02:16:742',22,302,155,2,-1.414214,1.414214,7,102,4.970588,2.32658,3.575095,2.775117,3381,4446,3247,1,-0.856
6700,'2019/05/07 18:02:16:766',22,298,160,9,-5.622255,7.027819,1,103,5.009709,2.3137,3.579614,2.764573,3406,4446,3247,1,-0.856
6701,'2019/05/07 18:02:16:786',22,297,163,4,-1.264911,3.794733,1.25,104,5,2.303472,3.56357,2.753096,3433,4446,3247,1,-0.856
6702,'2019/05/07 18:02:16:816',22,297,163,0,0,0,1.333333,105,4.952381,2.294233,3.579807,2.741464,3454,4446,3247,1,-0.856
6703,'2019/05/07 18:02:16:840',22,297,168,5,0,5,1.25,106,4.95283,2.284382,3.562723,2.730262,3483,4446,3247,1,-0.856
6704,'2019/05/07 18:02:16:865',22,297,171,3,0,3,0.4,107,4.934579,2.266771,3.5509,2.723452,3506,4446,3247,1,-0.856
6705,'2019/05/07 18:02:16:886',22,298,174,4,1.264911,3.794733,0.333333,108,4.925926,2.248868,3.535411,2.717073,3533,4446,3247,1,-0.856
6706,'2019/05/07 18:02:16:918',22,298,174,0,0,0,2,109,4.880734,2.246585,3.550494,2.704569,3555,4446,3247,1,-0.856
6707,'2019/05/07 18:02:16:948',22,303,178,9,7.027819,5.622255,3,110,4.918182,2.253434,3.555928,2.693093,3586,4446,3247,1,-0.856
6708,'2019/05/07 18:02:16:968',22,305,178,2,2,0,2.333333,111,4.891892,2.254154,3.550548,2.680834,3616,4446,3247,1,-0.856
6709,'2019/05/07 18:02:16:996',22,306,178,1,1,0,0.5,112,4.857143,2.238492,3.553597,2.673874,3637,4446,3247,1,-0.856
6710,'2019/05/07 18:02:17:016',22,307,178,1,1,0,0,113,4.823009,2.218682,3.556257,2.670227,3665,4446,3247,1,-0.856
6711,'2019/05/07 18:02:17:037',22,307,177,1,0,-1,0,114,4.789474,2.19922,3.558547,2.666493,3684,4446,3247,1,-0.856
6712,'2019/05/07 18:02:17:063',22,308,177,1,1,0,0,115,4.756522,2.180097,3.560483,2.662682,3706,4446,3247,1,-0.856
6713,'2019/05/07 18:02:17:085',22,308,175,2,0,-2,0.5,116,4.732759,2.165613,3.554197,2.655666,3731,4446,3247,1,-0.856
6714,'2019/05/07 18:02:17:113',22,308,173,2,0,-2,0,117,4.709402,2.147104,3.547849,2.651764,3753,4446,3247,1,-0.856
6715,'2019/05/07 18:02:17:135',22,308,172,1,0,-1,0.333333,118,4.677966,2.131732,3.549122,2.645681,3781,4446,3247,1,-0.856
6716,'2019/05/07 18:02:17:156',22,306,169,5,-2.773501,-4.160252,1,119,4.680672,2.122222,3.534174,2.636489,3802,4446,3247,1,-0.856
6717,'2019/05/07 18:02:17:183',22,304,168,3,-2.683281,-1.341641,0.666667,120,4.666667,2.110093,3.522637,2.628748,3823,4446,3247,1,-0.856
6718,'2019/05/07 18:02:17:201',22,295,166,11,-10.738058,-2.386235,2,121,4.719008,2.109183,3.554864,2.61779,3850,4446,3247,1,-0.856
6719,'2019/05/07 18:02:17:230',22,295,166,0,0,0,3.666667,122,4.680328,2.121949,3.56583,2.610763,3869,4446,3247,1,-0.856
6720,'2019/05/07 18:02:17:253',22,293,167,3,-2.683281,1.341641,1.5,123,4.666667,2.116893,3.554418,2.600645,3899,4446,3247,1,-0.856
6721,'2019/05/07 18:02:17:269',22,291,169,4,-2.828427,2.828427,0.2,124,4.66129,2.101434,3.540445,2.595765,3919,4446,3247,1,-0.856
6722,'2019/05/07 18:02:17:301',22,291,169,0,0,0,2,125,4.624,2.100622,3.550702,2.585293,3938,4446,3247,1,-0.856
6723,'2019/05/07 18:02:17:323',22,286,174,10,-7.071068,7.071068,1.428571,126,4.666667,2.095289,3.568755,2.575628,3965,4446,3247,1,-0.856
6724,'2019/05/07 18:02:17:351',22,285,176,3,-1.341641,2.683281,1.166667,127,4.653543,2.087976,3.55764,2.566709,3988,4446,3247,1,-0.856
6725,'2019/05/07 18:02:17:382',22,283,180,6,-2.683281,5.366563,1.5,128,4.664063,2.083383,3.545599,2.557112,4019,4446,3247,1,-0.856
6726,'2019/05/07 18:02:17:402',22,282,184,5,-1.212678,4.850713,0.25,129,4.666667,2.06917,3.531851,2.552214,4048,4446,3247,1,-0.856
6727,'2019/05/07 18:02:17:429',22,282,184,0,0,0,1.25,130,4.630769,2.062869,3.541861,2.543318,4069,4446,3247,1,-0.856
6728,'2019/05/07 18:02:17:450',22,282,187,3,0,3,1.5,131,4.61832,2.058573,3.531089,2.533994,4098,4446,3247,1,-0.856
6729,'2019/05/07 18:02:17:469',22,282,190,3,0,3,0,132,4.606061,2.042977,3.520405,2.530655,4116,4446,3247,1,-0.856
6730,'2019/05/07 18:02:17:501',22,282,190,0,0,0,0.75,133,4.571429,2.033256,3.529714,2.523542,4136,4446,3247,1,-0.856
6731,'2019/05/07 18:02:17:533',22,282,191,1,0,1,0.25,134,4.544776,2.019948,3.529927,2.518753,4169,4446,3247,1,-0.856
6732,'2019/05/07 18:02:17:555',22,283,192,2,1.414214,1.414214,0.25,135,4.525926,2.006837,3.523545,2.513958,4200,4446,3247,1,-0.856
6733,'2019/05/07 18:02:17:591',22,283,192,0,0,0,0.5,136,4.492647,1.995757,3.531858,2.507958,4222,4446,3247,1,-0.856
6734,'2019/05/07 18:02:17:609',22,285,192,2,2,0,0.181818,137,4.474452,1.982517,3.525287,2.503522,4250,4446,3247,1,-0.856
6735,'2019/05/07 18:02:17:633',22,285,192,0,0,0,0.4,138,4.442029,1.971049,3.532989,2.498004,4275,4446,3247,1,-0.856
6736,'2019/05/07 18:02:17:655',22,288,191,4,3.794733,-1.264911,1,139,4.438849,1.964064,3.520366,2.490299,4300,4446,3247,1,-0.856
6737,'2019/05/07 18:02:17:679',22,290,190,3,2.683281,-1.341641,0.25,140,4.428571,1.95182,3.509787,2.48555,4322,4446,3247,1,-0.856
6738,'2019/05/07 18:02:17:700',22,291,187,4,1.264911,-3.794733,0.333333,141,4.425532,1.940342,3.497414,2.480405,4347,4446,3247,1,-0.856
6739,'2019/05/07 18:02:17:720',22,292,186,2,1.414214,-1.414214,0.5,142,4.408451,1.930198,3.490932,2.474547,4368,4446,3247,1,-0.856
6740,'2019/05/07 18:02:17:751',22,292,185,1,0,-1,0.333333,143,4.384615,1.919032,3.490274,2.469432,4388,4446,3247,1,-0.856
6741,'2019/05/07 18:02:17:770',22,292,183,2,0,-2,0.142857,144,4.368055,1.906697,3.483722,2.46523,4415,4446,3247,1,-0.856
6742,'2019/05/07 18:02:17:799',22,292,183,0,0,0,0.666667,145,4.337931,1.898145,3.490505,2.458813,4438,4446,3247,1,-0.856
6743,'2019/05/07 18:02:17:833',22,289,182,4,-3.794733,-1.264911,0.8,146,4.335617,1.890623,3.478559,2.452004,4465,4446,3247,1,-0.856
6744,'2019/05/07 18:02:17:841',22,286,182,3,-3,0,0.05,147,4.32653,1.878102,3.468375,2.448303,4484,4446,3247,1,-0.856
6745,'2019/05/07 18:02:17:868',22,286,182,0,0,0,0.428571,148,4.297297,1.868308,3.474807,2.44287,4505,4446,3247,1,-0.856
6746,'2019/05/07 18:02:17:886',22,282,185,7,-5.6,4.2,1.4,149,4.315436,1.865165,3.470118,2.434905,4534,4446,3247,1,-0.856
6747,'2019/05/07 18:02:17:919',22,281,187,3,-1.341641,2.683281,1,150,4.306667,1.859397,3.460121,2.427748,4553,4446,3247,1,-0.856
6748,'2019/05/07 18:02:17:939',22,279,193,8,-2.529822,7.589466,0.714286,151,4.331126,1.851814,3.461641,2.421437,4583,4446,3247,1,-0.856
6749,'2019/05/07 18:02:17:965',22,279,193,0,0,0,2,152,4.302631,1.852788,3.468,2.413433,4606,4446,3247,1,-0.856
6750,'2019/05/07 18:02:17:988',22,277,200,9,-2.47249,8.653715,1.8,153,4.333333,1.852443,3.477372,2.405486,4631,4446,3247,1,-0.856
6751,'2019/05/07 18:02:18:016',22,275,205,7,-2.599735,6.499337,0.333333,154,4.350649,1.842579,3.47264,2.400735,4653,4446,3247,1,-0.856
6752,'2019/05/07 18:02:18:036',22,269,216,17,-8.140486,14.924224,1.666667,155,4.432258,1.841444,3.607387,2.39297,4681,4446,3247,1,-0.856
6753,'2019/05/07 18:02:18:053',22,269,216,0,0,0,3.4,156,4.403846,1.851435,3.6132,2.388499,4702,4446,3247,1,-0.856
6754,'2019/05/07 18:02:18:082',22,265,221,9,-5.622255,7.027819,1.5,157,4.433121,1.849196,3.620232,2.380997,4718,4446,3247,1,-0.856
6755,'2019/05/07 18:02:18:104',22,264,222,2,-1.414214,1.414214,1.4,158,4.417722,1.846353,3.61387,2.373671,4748,4446,3247,1,-0.856
6756,'2019/05/07 18:02:18:132',22,262,224,4,-2.828427,2.828427,0.5,159,4.415094,1.837886,3.602569,2.368556,4771,4446,3247,1,-0.856
6757,'2019/05/07 18:02:18:154',22,259,226,5,-4.160252,2.773501,0.25,160,4.41875,1.827961,3.59152,2.364431,4798,4446,3247,1,-0.856
6758,'2019/05/07 18:02:18:182',22,258,227,2,-1.414214,1.414214,1,161,4.403727,1.822819,3.585351,2.357932,4821,4446,3247,1,-0.856
6759,'2019/05/07 18:02:18:202',22,253,246,24,-6.107839,23.209789,5.5,162,4.524692,1.845517,3.891702,2.368287,4849,4446,3247,1,-0.856
6760,'2019/05/07 18:02:18:223',22,253,252,6,0,6,3,163,4.533742,1.8526,3.881393,2.362697,4867,4446,3247,1,-0.856
6761,'2019/05/07 18:02:18:250',22,253,252,0,0,0,1.2,164,4.506098,1.848621,3.88563,2.355989,4889,4446,3247,1,-0.856
6762,'2019/05/07 18:02:18:269',22,254,263,12,1.086429,11.950719,2,165,4.551515,1.849538,3.917452,2.348825,4915,4446,3247,1,-0.856
6763,'2019/05/07 18:02:18:299',22,256,267,6,2.683281,5.366563,1.5,166,4.560241,1.847433,3.907177,2.341853,4936,4446,3247,1,-0.856
6764,'2019/05/07 18:02:18:320',22,261,272,10,7.071068,7.071068,0.8,167,4.592814,1.841161,3.918071,2.336196,4965,4446,3247,1,-0.856
6765,'2019/05/07 18:02:18:356',22,261,272,0,0,0,1.666667,168,4.565476,1.840122,3.922361,2.329229,4985,4446,3247,1,-0.856
6766,'2019/05/07 18:02:18:387',22,271,272,10,10,0,1.428571,169,4.597633,1.837687,3.93295,2.322503,5020,4446,3247,1,-0.856
6767,'2019/05/07 18:02:18:418',22,273,271,3,2.683281,-1.341641,1.75,170,4.588235,1.837171,3.92321,2.31563,5053,4446,3247,1,-0.856
6768,'2019/05/07 18:02:18:437',22,278,267,9,7.027819,-5.622255,1,171,4.614035,1.832275,3.926176,2.309698,5083,4446,3247,1,-0.856
6769,'2019/05/07 18:02:18:456',22,280,259,10,2.425356,-9.701426,0.142857,172,4.645349,1.822453,3.936162,2.306535,5101,4446,3247,1,-0.856
6770,'2019/05/07 18:02:18:488',22,280,259,0,0,0,3.333333,173,4.618497,1.831186,3.940562,2.302686,5124,4446,3247,1,-0.856
6771,'2019/05/07 18:02:18:509',22,280,255,4,0,-4,0.666667,174,4.614943,1.824494,3.929436,2.297719,5152,4446,3247,1,-0.856
6772,'2019/05/07 18:02:18:543',22,280,255,0,0,0,0.571429,175,4.588572,1.817333,3.933627,2.293063,5172,4446,3247,1,-0.856
6773,'2019/05/07 18:02:18:572',22,279,255,1,-1,0,0.125,176,4.568182,1.807718,3.93169,2.290058,5206,4446,3247,1,-0.856
6774,'2019/05/07 18:02:18:602',22,279,255,0,0,0,0.25,177,4.542373,1.798917,3.935512,2.286542,5238,4446,3247,1,-0.856
6775,'2019/05/07 18:02:18:621',22,270,261,15,-12.480754,8.320502,2.5,178,4.601124,1.802856,4.001892,2.280682,5267,4446,3247,1,-0.856
6776,'2019/05/07 18:02:18:663',22,270,261,0,0,0,2.142857,179,4.575419,1.804755,4.005425,2.274407,5285,4446,3247,1,-0.856
6777,'2019/05/07 18:02:18:694',22,265,268,12,-6.974858,9.764801,1.2,180,4.616667,1.801396,4.032377,2.268491,5323,4446,3247,1,-0.856
6778,'2019/05/07 18:02:18:719',22,264,275,8,-1.131371,7.919596,0.333333,181,4.635359,1.793285,4.029016,2.264813,5354,4446,3247,1,-0.856
6779,'2019/05/07 18:02:18:739',22,263,279,5,-1.212678,4.850713,0.5,182,4.637362,1.786179,4.01796,2.260581,5384,4446,3247,1,-0.856
6780,'2019/05/07 18:02:18:770',22,262,286,8,-1.131371,7.919596,0.333333,183,4.655738,1.77824,4.014609,2.256919,5402,4446,3247,1,-0.856
6781,'2019/05/07 18:02:18:804',22,261,288,3,-1.341641,2.683281,1,184,4.646739,1.77401,4.005487,2.251475,5436,4446,3247,1,-0.856
6782,'2019/05/07 18:02:18:851',22,258,296,11,-3.862358,10.299622,1.333333,185,4.681081,1.771628,4.021805,2.245582,5469,4446,3247,1,-0.856
6783,'2019/05/07 18:02:18:872',22,253,307,16,-6.620847,14.565864,0.166667,186,4.741935,1.762999,4.095886,2.242594,5491,4446,3247,1,-0.856
6784,'2019/05/07 18:02:18:893',22,252,308,2,-1.414214,1.414214,0.736842,187,4.727273,1.757512,4.089779,2.237816,5524,4446,3247,1,-0.856
6785,'2019/05/07 18:02:18:921',22,250,311,5,-2.773501,4.160252,0.5,188,4.728724,1.750823,4.078878,2.233708,5558,4446,3247,1,-0.856
6786,'2019/05/07 18:02:18:950',22,250,311,0,0,0,1,189,4.703704,1.74685,4.082531,2.22843,5587,4446,3247,1,-0.856
6787,'2019/05/07 18:02:18:972',22,248,316,7,-2.599735,6.499337,1.4,190,4.715789,1.745025,4.075124,2.222669,5616,4446,3247,1,-0.856
6788,'2019/05/07 18:02:19:003',22,247,318,3,-1.341641,2.683281,0.571429,191,4.706806,1.73888,4.066281,2.218438,5636,4446,3247,1,-0.856
6789,'2019/05/07 18:02:19:023',22,247,321,3,0,3,0,192,4.697917,1.729824,4.057492,2.216179,5666,4446,3247,1,-0.856
6790,'2019/05/07 18:02:19:040',22,246,325,5,-1.212678,4.850713,0.4,193,4.699482,1.722933,4.046969,2.212472,5689,4446,3247,1,-0.856
6791,'2019/05/07 18:02:19:067',22,246,329,4,0,4,0.166667,194,4.695876,1.714911,4.036785,2.20956,5705,4446,3247,1,-0.856
6792,'2019/05/07 18:02:19:090',22,246,330,1,0,1,0.428571,195,4.676923,1.708315,4.035057,2.205781,5731,4446,3247,1,-0.856
6793,'2019/05/07 18:02:19:115',22,246,331,1,0,1,0,196,4.658163,1.699599,4.033258,2.2035,5752,4446,3247,1,-0.856
6794,'2019/05/07 18:02:19:137',22,247,338,8,1.131371,7.919596,1.166667,197,4.675127,1.696894,4.029995,2.198199,5780,4446,3247,1,-0.856
6795,'2019/05/07 18:02:19:152',22,247,338,0,0,0,1.142857,198,4.651515,1.694095,4.03346,2.192965,5801,4446,3247,1,-0.856
6796,'2019/05/07 18:02:19:185',22,247,339,1,0,1,0.333333,199,4.633166,1.687257,4.031581,2.189548,5820,4446,3247,1,-0.856
6797,'2019/05/07 18:02:19:205',22,249,340,3,2.683281,1.341641,0.333333,200,4.625,1.680488,4.023096,2.186137,5850,4446,3247,1,-0.856
